text,label,islenmis_text
aaa değilmi sevmiyorum diyipte pişman ,surpriz,aaa değilmi sev diyipte pişman
aaa sevgilim gelmiş konuş sevgilim ,surpriz,aaa sevgili gel konuş sevgili
hadi dakika şovu yapalım beyler aaa dakika maç skoru ,surpriz,hadi dakika şov yap bey aaa dakika maç skor
aaa şaka harbi hamsi olmuş ,surpriz,aaa şaka harbi hamsi ol
aaa dideme benziyor gerçekten ooo benzerlik olamaz ,surpriz,aaa did benz gerçekten ooo benzerlik olamaz
tamponu boyayan ustayı arayıp sorduğumda aaa farkettin diyor farketmeyim tampon pembe araba bordo ,surpriz,tampon boya usta ara sor aaa farket di farketmeyim tampon pembe araba bordo
manzaraya aşık olsam şaşırdım an ,surpriz,manzara aşık ol şaşır an
uyandım şaşırdım burası neresi burayı tanımadım ,surpriz,uyan şaşır bur nere bura tanı
şubattan tek beklentim kişilik guy ilanının gelmesidir güzel sürpriz ,surpriz,şubat tek beklenti kişilik guy ilan gel güzel sürpriz
oha salıya benimle twit atmamış an şaşırdım ,surpriz,oha salı ben twit at an şaşır
neyi kutlayacağımı şaşırdım ,surpriz,ne kutla şaşır
mezun olduğum üniversitede ders anlatma teklifi geldi heyecandan yapacağımı şaşırdım ,surpriz,mezun ol üniversite ders anlat teklif gel heyecan yap şaşır
insan insanı hızlı satar şaşırdım ,surpriz,insan insa hızlı sat şaşır
oha para bozdu napacağımı şaşırdım tansiyonum düştü ,surpriz,oha par boz napacağımı şaşır tansiyon düş
başkasından dinlesem yok diyeceğim senaryoların başrolünde oynarken buldum kendimi ,surpriz,başka dinle yok di senaryo başrol oyna bul kendi
oha akhisar trabzona tersten plaka yazdırmış ,surpriz,oha akhisar trabzon ters plaka yaz
kadın oha gerçek dedirtiyor kadın panpa naber diyesin geliyor ,surpriz,kadın oha gerçek dedir kadın panpa naber di gel
aaa şaşırtıcı kazanmışız aaa dünya gündeminde numarayız aaa ,surpriz,aaa şaşır kazan aaa dünya gündem numara aaa
belgesellerde duyamazsınız vahşi doğadaki hayvanlar şaşırtıcı gerçek ,surpriz,belgesel duy vahşi doğa hayvan şaşır gerçek
allahım güzel sürpriz saatte gelen ,surpriz,allah güzel sürpriz saat gelen
oha saat aralıksız telefonda konuştunuz inanılmaz havalısınız yabir ssni hikayene attın vay efsanesiniz ,surpriz,oha saat aralık telefon konuş inanılmaz hava yabir ssni hikaye at vay efsane
güzel sürpriz uygun gün ,surpriz,güzel sürpriz uygun gün
burcu badegül dalga geçiyorduk erkek cıktı adı ardaymış şok cidden anlamadım ,surpriz,burcu badegül dalga geç erkek cıktı ad ar şok cidden anla
bakın miras davasından haberim oldu açıkçası şok oldum ,surpriz,bak miras dava haber ol açıkçası şok ol
ay şok saatir şeyma storysinde birşeyler paylaşmadı vallahi acayip merak içerisindeyim hemen arayıp soruyorum ,surpriz,ay şok saatir şeyma storysinde birşey paylaş vallahi acayip merak içeri hemen ara sor
nişanlım dedi şok ,surpriz,nişan de şok
otobüste delikanlı yer verdi yemin ederim şok umut varsa ,surpriz,otobüs delikanlı ye ver yem ed şok umut var
beşiktaşın gol attığı maçta tolga zengin gol yememiş şaka ,surpriz,beşiktaş gol at maç tolga zengin gol ye şaka
şaka di inanamıyorum ,surpriz,şaka di inan
hasan alinin gol atmasına inanamiyorum ,surpriz,hasa ali gol at inanamiyorum
kızlar kız arkadaş yapıyosunuz gerçekten inanamıyorum yapıyosunuz günden fazla tahammül edebildiğim tek dişi annem ,surpriz,kız kız arkadaş yapıyosunuz gerçekten inan yapıyosunuz gün fazla tahammül ed tek dişi anne
inanamıyorum yeni sezona kaldı ,surpriz,inan yeni sezon kal
annecim inanamıyorum sorumsuz çocuk yetiştirebildin ,surpriz,anne inan sorumsuz çocuk yetiş
allahım tlye oje aldım inanamıyorum ,surpriz,allah tl oje al inan
abi şaka kaçırdım inanamıyorum ,surpriz,abi şaka kaçır inan
telefonu suratıma düşürdüğüme an inanamıyorum ,surpriz,telefon surat düşür an inan
annem gösterdiğim çocuğu beğendi inanamıyorum tarihe not düşücem ,surpriz,anne göster çocuğ beğen inan tarih not düşücem
dakikada yaptığıma inanamıyorum ,surpriz,dakika yap inan
yayınlarım an gözlerime inanamadım gerçekmiş ,surpriz,yayınla an göz inan gerçek
vallahi bende gözlerime inanamadım ,surpriz,vallahi ben göz inan
çeviri kitap üzerinde çalışıyorum ifade uyuz çevrilmiş gözlerime inanamadım ,surpriz,çeviri kitap üzerinde çalış ifade uyuz çevr göz inan
allah yapandan razı gözlerime inanamadım ,surpriz,allah yap razı göz inan
dünya küçük twittan takipçimi gördüm gözlerime inanamadım ,surpriz,dünya küçük twittan takip gör göz inan
dünkü derste önümde oturan tıpçılardan erich fromm platon okuyordu an gözlerime inanamadım ,surpriz,dün ders ön otur tıp erich fromm plato ok an göz inan
gözlerime inanamadım yanlış gördüm açıp açıp iyice baktım yok ,surpriz,göz inan yanlış gör aç aç iyi bak yok
şoktayım deli çocuk gözlerime inanamadım karşımda görünce rüyamıydı allahım yakışıklı manyak hap içtin neydi bakan gözlerin ,surpriz,şok deli çocuk göz inan karşı gör rüyamıydı allah yakışıklı manyak hap iç ne bak göz
hayatımda kiloyu gördüm şoktayım ,surpriz,hayat kilo gör şok
hasan ali kaldırım gol atmış kalesine atmıştır dedim baktım rakip kaleye atmış şoktayım ,surpriz,hasa ali kaldırım gol at kale at de bak rakip kale at şok
mezun olamadan lular üniversiteye başladı şoktayım ,surpriz,mezun ol lu üniversite başla şok
yolcu yanına çağırdı uçak gitmiyor aynı yerdeyiz yaıim saattir dedi birisine uçağın havada duramayacağını anlatacağım aklıma gelmezdi şoktayım ,surpriz,yolcu yan çağır uçak git aynı yer yaıim saat de biri uçağ hava dur anlat akl gel şok
şoktayım sürpriz beklerdim ,surpriz,şok sürpriz bekle
iş görüşmesine gittim paris amerika sordular şoktayım cevap veremedim ,surpriz,iş görüşme git paris amerika sor şok cevap ver
bugün burdaki tweetlere ağzım açık kaldı beklemediğim insanlardan beklenmeyen tavırlar şok oldum hayat hergün öğretiyor ,surpriz,bugün bur tweet ağz açık kal bekle insan bek tavır şok ol hayat hergün öğret
hayret ettim kalbime mutluluktan ,surpriz,hayret et kalb mutlu
hesap yaptım derbi maç sonucunu buldum bende hayret ettim ,surpriz,hesap yap derbi maç sonuc bul ben hayret et
hayret ettim şerefsizi tanıyınca ,surpriz,hayret et şeref tanı
yabancı gazete televizyonların manşet haberlerine bakınca ülkede yaşıyoruz hayret ettim gerçekten ,surpriz,yabancı gazete televizyon manşet haber bak ülke yaş hayret et gerçekten
hayret ettim kalbime sineye çekti ,surpriz,hayret et kalb sine çek
altına resmimi koyarsın zannetmiştim hayret ettim ,surpriz,alt resm koy zannet hayret et
erken kalktığıma hayret ettim ,surpriz,erken kalk hayret et
gece nedense enerjim yerinde neşem yerindeben hayret ettim ,surpriz,gece nedense enerji yerinde neşe yerindeben hayret et
değilde kınada peşimde dönen çocuk instagramdan bulup takip etmiş azme bakın hayret ettim ,surpriz,değilde kına peş dön çocuk instagram bul takip et azm bak hayret et
hayret ettik bunca basitliği içinize sığdırdınız bununla kalmayıp dillendirdiniz yetmedi beğendiniz ,surpriz,hayret et bunca basit iç sığ bu kal dillen yet beğen
insan gerçekten hayret ediyor evet hayret edebiliyoruz bakın hayret ettik hayret ,surpriz,insan gerçekten hayret ed evet hayret ed bak hayret et hayret
güzel inandırdınız kendinizi yalanınıza hayret ettik ,surpriz,güzel inan kendi yalan hayret et
hava bulutlu burda hayret ettik bulutlu ,surpriz,hava bulut bur hayret et bulut
hayret ettik takım pres yapmadı sizce anlam veremedim ,surpriz,hayret et tak pres yap siz anlam ver
anneme küçük sürpriz yaptım lahmacun aldım ,surpriz,anne küçük sürpriz yap lahmacun al
anneme sürpriz yaptım trabzondan kalktım geldim tepkisi geldin oldu anne tanesin ,surpriz,anne sürpriz yap trabzon kalk gel tepki gel ol anne tanes
günübirlik kırşehir’e gidip arkadaşlarıma sürpriz yaptım şok güzel rüyaydı ,surpriz,günübirlik kırşehir gid arkadaş sürpriz yap şok güzel rüya
istanbuldaki kuzenime sürpriz yapıp gelecektin diyorum gelmeyerek sürpriz yaptım diyo reva ,surpriz,istanbul kuzen sürpriz yap gel di gel sürpriz yap diyo reva
bugün kendime sürpriz yaptım ,surpriz,bugün kendi sürpriz yap
yemin ederim bağlaç deyi yazamayan mutlu hayır insan bilmem der anlattık burda ,surpriz,yem ed bağlaç deyi yaz mutlu hayır insan bil de anlat bur
hayat zorlu mücadele hiçbirimiz mücadele hazır değildik sürpriz oldu ,surpriz,hayat zor mücadele hiçbiri mücadele hazır değil sürpriz ol
kendimle savaşırken kazanman sürpriz oldu ,surpriz,kendi savaş kazan sürpriz ol
gerçekten beklemiyordum beklemiyorduk şahane sürpriz oldu verilen değerin değerini bilip değer vermek güzel meziyet ,surpriz,gerçekten bekle bekle şahane sürpriz ol ver değer değer bil değ ver güzel meziyet
dönemi atlattın diyo vallahi sürpriz oldu kendimden beklemiyordum ,surpriz,döne atlat diyo vallahi sürpriz ol kendi bekle
sarhoşken kendime dövme randevusu almışım sürpriz oldu ,surpriz,sarhoş kendi dövme randevu al sürpriz ol
yok beklemiyordu sürpriz oldu ,surpriz,yok bekle sürpriz ol
milli takıma çağırılmak sürpriz oldu unuttuğunu sanıyordum ,surpriz,milli tak çağırılmak sürpriz ol unut san
babam halamlar geliyormuş sürpriz yapacaklarmış gerçekten sürpriz oldu ,surpriz,baba halamlar gel sürpriz yap gerçekten sürpriz ol
cümleyi bağlaması sürpriz oldu nedense ,surpriz,cümle bağlama sürpriz ol nedense
cümledeki heceler yemen büyük sürpriz oldu ,surpriz,cümle hecele yemen büyük sürpriz ol
masamdaki sürprizin tatlılığı ,surpriz,masa sürpriz tatlı
fatih tekkeye muazzam sürpriz oldu ,surpriz,fatih tekke muazzam sürpriz ol
griye boyanmış sabahta güzel sürpriz ,surpriz,gri boya sabah güzel sürpriz
canım güzel sürpriz oldu ,surpriz,can güzel sürpriz ol
pdrnin eğitimdeki işlevine inanmazsanız inanacak şaşkınlık verici ,surpriz,pdrnin eğitim işlev inan inan şaşkın ver
şaşkınlık verici gerçek ,surpriz,şaşkın ver gerçek
şaşkınlık verici avukatının kaçma şüphesi olmadığından tutuksuz yargılama istemesi ,surpriz,şaşkın ver avukat kaç şüphe olmadığ tutuk yargıla iste
şaşkınlık verici şampiyonlar liginde rakiplerine kök söktüren takımın kötü oynamasını şaşkınlıkla izliyorum ,surpriz,şaşkın ver şampiyon lig rakip kök sök tak kötü oyna şaşkın izl
bunlara inanan şaşkınlık verici ,surpriz,bu inan şaşkın ver
kandırılan bunca cahili peşinden getiriyor şaşkınlık verici yetenekli kabul ,surpriz,kandır bunca cahil peş getir şaşkın ver yetenek kabul
sinan tarihinin kötü periyodunu oynadi şaşkınlık verici ,surpriz,sina tarih kötü periyod oynadi şaşkın ver
yanlışlıkla defterini almışım içini açınca şoka uğradım birde mail attım içi boş kitap gönderiyorsunuz ,surpriz,yanlışlıkla defter al iç aç şok uğra bird mail at iç boş kitap gönder
şoka uğradım resmen dostlarınız inşallah ,surpriz,şok uğra resmen dost inşallah
şok oldum gerçekten büyük şoka uğradım vallahi billahi inanasım gelmiyor ,surpriz,şok ol gerçekten büyük şok uğra vallahi billahi inan gel
senedir fifa oynuyorum pes saçmalamıştı demosu iyiydi fifanın sürümünde şoka uğradım ,surpriz,se fifa oyn pes saçmala demo iyi fifanın sürüm şok uğra
buraya beklediğim gibiydi lafımı bitirmeye yakın aşıktım aşığım demesiyle şoka uğradım ,surpriz,bura bekle gibi laf bitir yakın aşık aşığ deme şok uğra
sevgili doğan yavaş kardeşim aşırı kilolar sansür şoke etti şoka uğradım resmen ,surpriz,sevgili doğ yavaş kardeş aşırı kilo sansür şoke et şok uğra resmen
uyanabildin hayret diyor vallahi sürpriz oldu ,surpriz,uyan hayret di vallahi sürpriz ol
fernandinho gol attı kartalda dondum kaldım ,surpriz,fernandinho gol at kartal don kal
gerçekden dondum kaldım arabayı park edip hemde gördüğümüz parka başı önünde eve gidiyormuş ,surpriz,gerçekden don kal araba park ed hemde gör park baş ön ev gid
okuduğum dondum kaldım kurbanın adının açıkça yazılmasıda utanç durumu ,surpriz,oku don kal kurban ad açık yazılmasıda utanç durum
karşıdan karşıya geçerken araç yol verdi alışkın değilim dondum kaldım şoku atlatınca geçebildim ,surpriz,karşı karşı geç araç yol ver alışkın değil don kal şok atlat geç
aaa eski sevgilim ,surpriz,aaa eski sevgili
yaptın yok inanmam hazır almışsındır ,surpriz,yap yok inan hazır al
şakadır kesin yok inanmam ayrıldınız destekledim olmaz ,surpriz,şaka kesin yok inan ayrıl destekle olmaz
delirmediniz yok inanmam ,surpriz,delir yok inan
yok inanmamyüzyılın açıklaması tebrikler ,surpriz,yok inanmamyüzyılın açıklama tebrik
adam istifa etti alışkın olmadığımız hayretler içindeyiz batı gerekeni yapmış gündem oldu merak ediyor ,surpriz,ada istifa et alışkın ol hayret iç batı gerek yap gündem ol merak ed
karpuzun sebze oldugunu öğrendim hayretler içindeyim ,surpriz,karpuz sebze oldugunu öğren hayret iç
kişiler üşenmeden sırf foto çekinmek birbirleriyle buluşuyorlar hayretler içindeyim ,surpriz,kişi üşen sırf foto çekin birbir buluş hayret iç
çirkin şansı bulmadı cidden hayretler içindeyim ,surpriz,çirkin şans bul cidden hayret iç
şarjım haftadır gün dayanıyor hayretler içindeyim ,surpriz,şarj haf gün dayan hayret iç
sağdakiler trafiğin akıllı pratik insanları aklımıza gelmiyor oradan gitmek gerçekten hayret edici olay ,surpriz,sağ trafiğ akıl pratik insan akl gel ora git gerçekten hayret ed olay
ciddi olamazsın kg balık yiyecek ,surpriz,ciddi ol kg balık yiyecek
hadi inanıyor musunuz inanmak istiyorsunuz nedense sahi gelmiyor ,surpriz,hadi inan mu inan ist nedense sahi gel
kendimle savaşırken kazanman sürpriz oldu ,surpriz,kendi savaş kazan sürpriz ol
melek sandığım şeytanın maskesi düşünce şaşkına döndüm ,surpriz,melek san şeytan maske düş şaşkın dön
inanamıyorum coğrafyadan konu bitirirken sorularını çözebiliyorum arkadaşlar hayret edici olay ,surpriz,inan coğrafya konu bitir soru çöz arkadaş hayret ed olay
babama dedim baba ay diyo oha ciddi olamazsın an ,surpriz,baba de baba ay diyo oha ciddi ol an
hadi yok omg şok edici öğrenmek sınavım bugün insaf ,surpriz,hadi yok omg şok ed öğren sınav bugün insaf
sürpriz oldu hocam beklemiyorduk quizi ,surpriz,sürpriz ol hoca bekle quizi
dekolte görmemiştim şok ,surpriz,dekolte gör şok
devirde şaşırmak fitneymiş şaşırdım bak işe ,surpriz,devir şaşır fitne şaşır bak işe
şaşkına döndüm tüylerim diken diken oldu iyi cover olmuş ,surpriz,şaşkın dön tüy dik dik ol iyi cover ol
beyler naif yaklaşanlarınız kalmış mıydı hayret edici gerçekten ,surpriz,bey naif yaklaş kal mı hayret ed gerçekten
hava gündüz sıcak gece soğuk giyeceğimi şaşırdım ,surpriz,hava gündüz sıcak gece soğuk giyeceğ şaşır
ay yeniden evimdeyim sürpriz geldim bizimkiler şok oldu ,surpriz,ay yeniden ev sürpriz gel bizimki şok ol
hayret edici söylücem şehre kara kış gelmişken burdur kısa kollu giyiyoruz ,surpriz,hayret ed söylücem şehr kara kış gel burdur kısa koll giy
ciddi olamazsın çevremdeki dizinin manyağı şaşırdım doğrusu kaliteli dizi ,surpriz,ciddi ol çevre diz manyağ şaşır doğrusu kalite diz
helal gerçekten sürpriz oldu beklemiyorduk ,surpriz,helal gerçekten sürpriz ol bekle
şeffaf adam gördüm şaşkına döndüm dünyanın şeffaf insanı sanıyordum şok ,surpriz,şeffaf ada gör şaşkın dön dünya şeffaf insa san şok
analiz yeteneğiniz hayret edici derecede iyi ,surpriz,analiz yeteneğ hayret ed derece iyi
ciddi olamazsın demden bilmiyordum ,surpriz,ciddi ol de bil
hissiz şerefsiz olacağını tahmin etmiyordum sürpriz oldu ,surpriz,his şeref ol tahmin et sürpriz ol
böylesine okumayı seven millet miydik hayret ettim vallahi ,surpriz,böylesine oku sev millet mi hayret et vallahi
bi dolmuş şoförü yayaya yol verdi hayret ettim hayır normalde cm bulsalar burunlarını sokuyorlar ,surpriz,bi dolmuş şoför yaya yol ver hayret et hayır normal cm bul burun sok
ay beklemişiz görünce sabrımıza hayret ettim ,surpriz,ay bekle gör sabr hayret et
hayret görüştürülmüyorsa yeni farkedilen ,surpriz,hayret görüş yeni farked
cem korkmaz intihar neredeyse imkansız adam hayret ettim ,surpriz,cem kork intihar neredeyse imkan ada hayret et
ses kaydı dinlerken fark ettim sınıftaki insanların nefes alabilmesi mucize zekayla yaşa gelmiş insan hayret ediyor ,surpriz,ses kay dinle fark et sınıf insan nefes al mucize zeka yaşa gel insan hayret ed
fark ettim yabancılarla konuşabiliyorum adamlar mükemmel konuşuyor hayret ,surpriz,fark et yaban konuş adam mükemmel konuş hayret
birden geldin aklıma yakıverdin ışıkları hayret ettim galiba mutluluktan ,surpriz,birden gel akl yak ışık hayret et galiba mutlu
devlet desteği varken olamadık hayret ettim ,surpriz,devlet desteğ var ol hayret et
yakından baktım hayret ettim insanmış gülüyor konuşuyor ağzı burnu hayallerim yıkıldı başkasına ,surpriz,yakından bak hayret et insan gül konuş ağz burn hayalle yık başka
dönemi atlattın diyor vallahi sürpriz oldu kendimden beklemiyordum ,surpriz,döne atlat di vallahi sürpriz ol kendi bekle
diziyi izlemiyorum videoyu görünce hayret ettim rahatsız oldum merakla soruyorum genel şiddetçi erkeği sunan bi dizi ,surpriz,dizi izle video gör hayret et rahat ol merak sor genel şiddet erkeğ sun bi diz
